year,field,genarea,n,first,last,range,ord,alpha
1985,Practice of Art,Humanities,76,1973,2011,38,1973.99,0.8
1939,Economics,Social Sciences,67,1902,2011,109,1902.99,0.8
1942,Economics,Social Sciences,43,1902,2011,109,1902.99,0.8
1945,Economics,Social Sciences,42,1902,2011,109,1902.99,0.8
1956,Landscape Architecture,Professional,68,1949,1995,46,1949.9820437593237,0.8
1986,Economics,Social Sciences,66,1902,2011,109,1902.99,0.8
1992,Economics,Social Sciences,7,1902,2011,109,1902.99,0.8
1995,Economics,Social Sciences,16,1902,2011,109,1902.99,0.8
1901,Education,Education,19,1900,2011,111,1900.99,0.8
1928,Latin,Humanities,19,1900,1936,36,1900.95270512183,0.8
1990,Education,Education,134,1900,2011,111,1900.99,0.8
2011,Material Science and Engineering,Engineering,48,1971,2011,40,1971.99,0.8
1987,Endocrinology,Natural Sciences,42,1987,1994,7,1987.9815464942815,1
1983,Materials Science and Mineral Engineering,Engineering,83,1977,1999,22,1977.9840328194928,0.8
1989,Energy and Resources Group ERG,Natural Sciences,50,1981,2011,30,1981.99,0.8
1993,Energy and Resources Group ERG,Natural Sciences,20,1981,2011,30,1981.99,0.8
1957,Engineering,Engineering,79,1948,2011,63,1948.99,0.8
1992,Geography,Social Sciences,64,1900,2011,111,1900.99,0.8
1984,Mathematics,Natural Sciences,86,1900,2011,111,1900.99,0.8
1912,Mechanical and Electrical Engineering,Engineering,22,1901,1930,29,1901.9497215315764,0.8
1915,Mechanical and Electrical Engineering,Engineering,63,1901,1930,29,1901.9497215315764,0.8
1945,Mechanical Engineering,Engineering,134,1900,2011,111,1900.99,0.8
1904,English,Humanities,45,1900,2011,111,1900.99,0.8
1917,English,Humanities,40,1900,2011,111,1900.99,0.8
1920,English,Humanities,68,1900,2011,111,1900.99,0.8
1923,English,Humanities,45,1900,2011,111,1900.99,0.8
1984,Microbiology and Immunology,Natural Sciences,34,1979,1988,9,1979.978562904028,0.5
1911,Military Science and Tactics,Professional,4,1900,1957,57,1900.9631476877175,0.8
1947,Mineral Technology,Engineering,209,1947,1965,18,1947.9671258080557,1
1993,English,Humanities,65,1900,2011,111,1900.99,0.8
2009,English,Humanities,5,1900,2011,111,1900.99,0.8
1952,Entomology and Parisitology,Natural Sciences,32,1951,1971,20,1951.9701093983092,0.8
1957,Entomology and Parisitology,Natural Sciences,33,1951,1971,20,1951.9701093983092,0.8
2009,Environmental Engineering,Engineering,138,1997,2011,14,1997.99,0.8
2011,Environmental Engineering,Engineering,140,1997,2011,14,1997.99,0.8
1992,Environmental Health Sciences,Professional,64,1986,2011,25,1986.99,0.8
1993,Ethnic Studies,Humanities,21,1973,2011,38,1973.99,0.8
1993,Folklore,Humanities,2,1966,2011,45,1966.99,0.8
1943,Forestry,Professional,18,1939,1967,28,1939.9681203381401,0.8
1949,Forestry,Professional,32,1939,1967,28,1939.9681203381401,0.8
1953,Forestry,Professional,27,1939,1967,28,1939.9681203381401,0.8
1921,French,Humanities,18,1918,2011,93,1918.99,0.8
2007,Native American Studies,Humanities,30,1975,2011,36,1975.99,0.8
1966,French,Humanities,53,1918,2011,93,1918.99,0.8
1983,Naval Architecture and Offshore Engineering,Engineering,33,1983,2001,18,1983.9850273495774,1
1992,French,Humanities,31,1918,2011,93,1918.99,0.8
1979,Genetics,Natural Sciences,76,1951,1990,39,1951.9795574341124,0.8
1980,Genetics,Natural Sciences,13,1951,1990,39,1951.9795574341124,0.8
1991,Near Eastern Studies,Humanities,13,1973,2011,38,1973.99,0.8
1957,Geography,Social Sciences,38,1900,2011,111,1900.99,0.8
1958,Geography,Social Sciences,36,1900,2011,111,1900.99,0.8
1962,Geography,Social Sciences,41,1900,2011,111,1900.99,0.8
1964,Geography,Social Sciences,42,1900,2011,111,1900.99,0.8
1965,Geography,Social Sciences,43,1900,2011,111,1900.99,0.8
1968,Geography,Social Sciences,60,1900,2011,111,1900.99,0.8
1980,Geography,Social Sciences,84,1900,2011,111,1900.99,0.8
1983,Geography,Social Sciences,111,1900,2011,111,1900.99,0.8
1956,Nursing,Professional,41,1940,1958,18,1940.9636449527598,0.3
1989,Nutritional Sciences,Professional,43,1962,1999,37,1962.9840328194928,0.8
1935,Geological Sciences,Natural Sciences,29,1921,1953,32,1921.9611586275485,0.8
1900,Geology,Natural Sciences,11,1900,1962,62,1900.9656340129288,1
1912,Geology,Natural Sciences,12,1900,1962,62,1900.9656340129288,0.8
1957,Geology,Natural Sciences,41,1900,1962,62,1900.9656340129288,0.6
1980,Geology and Geophysics,Natural Sciences,54,1963,1999,36,1963.9840328194928,0.8
1913,Geology and Mineralogy,Natural Sciences,12,1913,1920,7,1913.9447488811536,1
1916,Geology and Mineralogy,Natural Sciences,13,1913,1920,7,1913.9447488811536,0.5
1916,German,Humanities,18,1900,2011,111,1900.99,0.8
1954,German,Humanities,52,1900,2011,111,1900.99,0.8
1973,German,Humanities,73,1900,2011,111,1900.99,0.8
1979,German,Humanities,1,1900,2011,111,1900.99,0.8
1987,German,Humanities,26,1900,2011,111,1900.99,0.8
1989,German,Humanities,20,1900,2011,111,1900.99,0.8
1997,German,Humanities,65,1900,2011,111,1900.99,0.8
1953,Philosophy,Humanities,52,1900,2011,111,1900.99,0.8
1909,Greek,Humanities,18,1900,1937,37,1900.9532023868721,0.8
1967,Philosophy,Humanities,39,1900,2011,111,1900.99,0.8
1915,History,Social Sciences,2,1903,2011,108,1903.99,0.8
1924,History,Social Sciences,31,1903,2011,108,1903.99,0.8
1999,Philosophy,Humanities,26,1900,2011,111,1900.99,0.8
1986,Physical Education,Education,51,1943,2011,68,1943.99,0.8
1991,Physical Education,Education,53,1943,2011,68,1943.99,0.8
1988,History,Social Sciences,4,1903,2011,108,1903.99,0.8
1992,History,Social Sciences,4,1903,2011,108,1903.99,0.8
2009,History,Social Sciences,105,1903,2011,108,1903.99,0.8
2011,Physics,Natural Sciences,1,1900,2011,111,1900.99,0.8
1980,History of Art,Humanities,27,1969,1991,22,1969.9800546991546,0.8
1948,Home Economics,Social Sciences,61,1916,1956,40,1916.9626504226753,0.8
1934,Household Art,Humanities,12,1920,1938,18,1920.9536996519146,0.5
1986,Planning,Professional,60,1976,2011,35,1976.99,0.8
1915,Hygeine,Professional,12,1906,1943,37,1906.9561859771259,0.8
1928,Hygeine,Professional,17,1906,1943,37,1906.9561859771259,0.8
1931,Hygeine,Professional,22,1906,1943,37,1906.9561859771259,0.8
2007,Planning,Professional,178,1976,2011,35,1976.99,0.8
1990,Industrial Engineering and Operations Research,Engineering,34,1971,2011,40,1971.99,0.8
1936,Italian,Humanities,15,1919,1994,75,1919.9815464942815,0.8
1941,Italian,Humanities,17,1919,1994,75,1919.9815464942815,0.8
1969,Italian,Humanities,53,1919,1994,75,1919.9815464942815,0.8
2005,Italian Studies,Humanities,54,1995,2011,16,1995.99,0.8
1987,Political Science,Social Sciences,173,1903,2011,108,1903.99,0.8
1942,Journalism,Professional,5,1940,2011,71,1940.99,0.8
1963,Journalism,Professional,29,1940,2011,71,1940.99,0.8
1912,Jurisprudence,Professional,23,1900,1949,49,1900.9591695673794,0.8
1927,Pomology,Professional,36,1926,1954,28,1926.9616558925907,0.8
1930,Portuguese,Humanities,2,1930,1993,63,1930.9810492292393,1
1994,Practice of Art,Humanities,32,1973,2011,38,1973.99,0.8
1961,Landscape Architecture,Professional,17,1949,1995,46,1949.9820437593237,0.8
1949,Psychology,Social Sciences,74,1922,2011,89,1922.99,0.8
1965,Psychology,Social Sciences,64,1922,2011,89,1922.99,0.8
1990,Landscape Architecture,Professional,49,1949,1995,46,1949.9820437593237,0.6
1967,Psychology,Social Sciences,50,1922,2011,89,1922.99,0.8
1900,Latin,Humanities,27,1900,1936,36,1900.95270512183,1
1910,Latin,Humanities,36,1900,1936,36,1900.95270512183,0.8
1925,Latin,Humanities,20,1900,1936,36,1900.95270512183,0.8
1926,Latin,Humanities,24,1900,1936,36,1900.95270512183,0.8
1936,Latin,Humanities,26,1900,1936,36,1900.95270512183,0.1
1962,Law,Professional,66,1949,2011,62,1949.99,0.8
2001,Law,Professional,9,1949,2011,62,1949.99,0.8
1935,Librarianship,Professional,16,1926,1978,52,1926.9735902536052,0.8
1942,Librarianship,Professional,26,1926,1978,52,1926.9735902536052,0.8
1944,Librarianship,Professional,15,1926,1978,52,1926.9735902536052,0.8
1966,Public Health,Professional,116,1937,2011,74,1937.99,0.8
1918,Library Science,Professional,3,1918,1925,7,1918.947235206365,1
1956,Linguistics,Social Sciences,14,1901,2011,110,1901.99,0.8
1989,Linguistics,Social Sciences,46,1901,2011,110,1901.99,0.8
1981,Logic and the Methodology of Science,Social Sciences,5,1966,2011,45,1966.99,0.8
1987,Management,Professional,6,1986,2011,25,1986.99,0.8
1976,Material Science and Engineering,Engineering,67,1971,2011,40,1971.99,0.8
1955,Romance Philology,Humanities,8,1924,1997,73,1924.9830382894083,0.8
1952,Scandinavian,Humanities,17,1951,2011,60,1951.99,0.8
1965,Scandinavian,Humanities,30,1951,2011,60,1951.99,0.8
1990,Near Eastern Studies,Humanities,36,1973,2011,38,1973.99,0.8
1974,Scandinavian,Humanities,53,1951,2011,60,1951.99,0.8
1924,Mathematics,Natural Sciences,38,1900,2011,111,1900.99,0.8
1949,Scandinavian Languages and Literature,Humanities,15,1946,1950,4,1946.9596668324216,0.2
1935,Semitic Languages,Humanities,20,1901,1945,44,1901.9571805072103,0.8
1902,Mechanical and Electrical Engineering,Engineering,15,1901,1930,29,1901.9497215315764,0.8
1908,Mechanical and Electrical Engineering,Engineering,16,1901,1930,29,1901.9497215315764,0.8
1932,Mechanical Engineering,Engineering,30,1900,2011,111,1900.99,0.8
1934,Mechanical Engineering,Engineering,31,1900,2011,111,1900.99,0.8
1936,Mechanical Engineering,Engineering,30,1900,2011,111,1900.99,0.8
1928,Social Institutions,Social Sciences,3,1920,1945,25,1920.9571805072103,0.8
1939,MedicoMilitary Science and Tactics,Professional,38,1925,1950,25,1925.9596668324216,0.8
1994,Microbiology,Natural Sciences,11,1993,2011,18,1993.99,0.8
2003,Microbiology,Natural Sciences,10,1993,2011,18,1993.99,0.8
2009,Microbiology,Natural Sciences,14,1993,2011,18,1993.99,0.8
1986,Microbiology and Immunology,Natural Sciences,35,1979,1988,9,1979.978562904028,0.3
1908,Mining and Metallurgy,Engineering,15,1900,1946,46,1900.9576777722525,0.8
1924,Mining and Metallurgy,Engineering,28,1900,1946,46,1900.9576777722525,0.8
1930,Mining and Metallurgy,Engineering,36,1900,1946,46,1900.9576777722525,0.8
1970,Molecular Biology,Natural Sciences,16,1964,1988,24,1964.978562904028,0.8
1976,Molecular Biology,Natural Sciences,17,1964,1988,24,1964.978562904028,0.8
1925,Music,Humanities,6,1906,2011,105,1906.99,0.8
1931,Music,Humanities,17,1906,2011,105,1906.99,0.8
1966,Music,Humanities,57,1906,2011,105,1906.99,0.8
1971,Music,Humanities,57,1906,2011,105,1906.99,0.8
1975,Music,Humanities,52,1906,2011,105,1906.99,0.8
1980,Music,Humanities,56,1906,2011,105,1906.99,0.8
1973,Spanish and Portuguese,Humanities,45,1931,2011,80,1931.99,0.8
1964,Naval Architecture,Professional,51,1961,1980,19,1961.9745847836898,0.8
1961,Naval Science,Professional,13,1953,1978,25,1953.9735902536052,0.8
1965,Naval Science,Professional,14,1953,1978,25,1953.9735902536052,0.8
1935,Naval Science and Tactics,Professional,5,1927,1945,18,1927.9571805072103,0.8
1937,Naval Science and Tactics,Professional,5,1927,1945,18,1927.9571805072103,0.8
1956,Near Eastern Languages,Humanities,35,1946,1971,25,1946.9701093983092,0.8
1961,Near Eastern Languages,Humanities,37,1946,1971,25,1946.9701093983092,0.8
1969,Near Eastern Languages,Humanities,58,1946,1971,25,1946.9701093983092,0.3
1977,Near Eastern Studies,Humanities,80,1973,2011,38,1973.99,0.8
1923,Political Science,Social Sciences,39,1903,2011,108,1903.99,0.8
1942,Nursing,Professional,40,1940,1958,18,1940.9636449527598,0.8
1950,Nursing,Professional,7,1940,1958,18,1940.9636449527598,0.8
1934,Optometry,Professional,9,1929,2011,82,1929.99,0.8
1946,Optometry,Professional,14,1929,2011,82,1929.99,0.8
1902,Oriental Languages,Humanities,9,1901,1991,90,1901.9800546991546,0.8
1927,Oriental Languages,Humanities,17,1901,1991,90,1901.9800546991546,0.8
1957,Oriental Languages,Humanities,57,1901,1991,90,1901.9800546991546,0.8
1952,Orthopaedics,Professional,1,1949,1952,3,1949.9606613625062,0.1
1915,Paleontology,Natural Sciences,6,1910,1988,78,1910.978562904028,0.8
1945,Paleontology,Natural Sciences,8,1910,1988,78,1910.978562904028,0.8
1970,Paleontology,Natural Sciences,33,1910,1988,78,1910.978562904028,0.8
1994,Peace and Conflict Studies,Humanities,27,1989,2005,16,1989.9870164097465,0.8
1911,Philosophy,Humanities,24,1900,2011,111,1900.99,0.8
1932,Philosophy,Humanities,20,1900,2011,111,1900.99,0.8
1939,Philosophy,Humanities,33,1900,2011,111,1900.99,0.8
2011,Philosophy,Humanities,51,1900,2011,111,1900.99,0.8
1979,Physical Education,Education,37,1943,2011,68,1943.99,0.8
1958,Physical Therapy,Professional,1,1948,1958,10,1948.9636449527598,0.1
1955,Physiological Chemistry,Natural Sciences,13,1955,1956,1,1955.9626504226753,1
1917,Physiology,Natural Sciences,11,1903,1964,61,1903.9666285430135,0.8
1927,Physiology,Natural Sciences,6,1903,1964,61,1903.9666285430135,0.8
1953,Physiology,Natural Sciences,23,1903,1964,61,1903.9666285430135,0.8
1988,Plant and Soil Biology,Natural Sciences,19,1980,1989,9,1980.9790601690702,0.2
1989,Plant and Soil Biology,Natural Sciences,18,1980,1989,9,1980.9790601690702,0.1
1952,Plant Nutrition,Natural Sciences,6,1924,1953,29,1924.9611586275485,0.2
1961,Plant Pathology,Natural Sciences,12,1951,1993,42,1951.9810492292393,0.8
1970,Plant Pathology,Natural Sciences,19,1951,1993,42,1951.9810492292393,0.8
1914,Political Science,Social Sciences,7,1903,2011,108,1903.99,0.8
1934,Political Science,Social Sciences,46,1903,2011,108,1903.99,0.8
1984,Political Science,Social Sciences,177,1903,2011,108,1903.99,0.8
1989,Political Science,Social Sciences,170,1903,2011,108,1903.99,0.8
1991,Population Studies,Social Sciences,3,1991,1992,1,1991.9805519641968,1
2009,Practice of Art,Humanities,26,1973,2011,38,1973.99,0.8
1923,Psychology,Social Sciences,15,1922,2011,89,1922.99,0.8
1927,Psychology,Social Sciences,15,1922,2011,89,1922.99,0.8
1928,Psychology,Social Sciences,14,1922,2011,89,1922.99,0.8
1937,Psychology,Social Sciences,24,1922,2011,89,1922.99,0.8
1930,Sanskrit,Humanities,8,1906,1999,93,1906.9840328194928,0.8
1958,Scandinavian,Humanities,34,1951,2011,60,1951.99,0.8
1976,Wood Science and Technology,Professional,5,1976,1999,23,1976.9840328194928,1
1969,Zoology,Natural Sciences,79,1900,1988,88,1900.978562904028,0.8
1932,Social Institutions,Social Sciences,5,1920,1945,25,1920.9571805072103,0.8
1940,Social Institutions,Social Sciences,8,1920,1945,25,1920.9571805072103,0.6
1969,Soil Science,Professional,3,1956,1992,36,1956.9805519641968,0.8
1981,Soil Science,Professional,5,1956,1992,36,1956.9805519641968,0.8
1963,Soils and Plant Nutrition,Professional,27,1954,1975,21,1954.9720984584783,0.8
1946,Spanish and Portuguese,Humanities,34,1931,2011,80,1931.99,0.8
1950,Speech,Professional,24,1946,1968,22,1946.9686176031826,0.8
1990,Agricultural and Environmental Chemistry,Professional,1,1981,1995,14,1981.9820437593237,0.6
1977,Rhetoric,Professional,4,1969,2011,42,1969.99,0.8
1978,Rhetoric,Professional,3,1969,2011,42,1969.99,0.8
1981,Rhetoric,Professional,7,1969,2011,42,1969.99,0.8
1974,Air Science,Professional,4,1954,2011,57,1954.99,0.8
1941,Anatomy,Natural Sciences,8,1908,1988,80,1908.978562904028,0.8
1957,Anatomy,Natural Sciences,6,1908,1988,80,1908.978562904028,0.8
1999,Ancient History and Mediterranean Archa?eology,Social Sciences,1,1993,2011,18,1993.99,0.8
2009,Slavic Languages and Literatures?,Humanities,95,1952,2011,59,1952.99,0.8
2007,Biophysics,Natural Sciences,4,2005,2011,6,2005.99,0.8
1937,Botany,Natural Sciences,23,1900,1988,88,1900.978562904028,0.8
1936,Chemistry,Natural Sciences,24,1900,2007,107,1900.988010939831,0.8
1949,Dramatic Art,Humanities,17,1942,1994,52,1942.9815464942815,0.8
1969,Science and Mathematics Education,Education,4,1969,2011,42,1969.99,1
2007,Folklore,Humanities,1,1966,2011,45,1966.99,0.8
2009,Folklore,Humanities,3,1966,2011,45,1966.99,0.8
1954,Optometry,Professional,20,1929,2011,82,1929.99,0.8
1937,Physiology,Natural Sciences,15,1903,1964,61,1903.9666285430135,0.8
1965,Poultry Husbandry,Professional,4,1951,1967,16,1951.9681203381401,0.3
1937,Public Health,Professional,4,1937,2011,74,1937.99,1
1902,Mathematics,Natural Sciences,31,1900,2011,111,1900.99,0.8
1978,History of Art,Humanities,1,1969,1991,22,1969.9800546991546,0.8
1906,Irrigation,Professional,4,1901,1949,48,1901.9591695673794,0.8
1922,Biochemistry and Pharmacology,Natural Sciences,5,1916,1927,11,1916.9482297364495,0.6
1901,Mathematics,Natural Sciences,20,1900,2011,111,1900.99,0.8
1904,Semitic Languages,Humanities,10,1901,1945,44,1901.9571805072103,0.8
1924,Social Institutions,Social Sciences,4,1920,1945,25,1920.9571805072103,0.8
1911,Slavic Languages,Humanities,7,1902,1995,93,1902.9820437593237,0.8
1953,Italian,Humanities,16,1919,1994,75,1919.9815464942815,0.8
1906,Zoology,Natural Sciences,10,1900,1988,88,1900.978562904028,0.8
1941,Romance Philology,Humanities,3,1924,1997,73,1924.9830382894083,0.8
1999,Wood Science and Technology,Professional,1,1976,1999,23,1976.9840328194928,0.1
1909,Anthropology,Social Sciences,4,1902,2011,109,1902.99,0.8
1903,Greek,Humanities,18,1900,1937,37,1900.9532023868721,0.8
1904,Astronomy,Natural Sciences,8,1900,2011,111,1900.99,0.8
1902,Mineralogy,Engineering,5,1900,1912,12,1900.9407707608154,0.8
1940,MedicoMilitary Science and Tactics,Professional,1,1925,1950,25,1925.9596668324216,0.8
1909,Sanskrit,Humanities,8,1906,1999,93,1906.9840328194928,0.8
1933,Sanskrit,Humanities,6,1906,1999,93,1906.9840328194928,0.8
1920,Military Science and Tactics,Professional,4,1900,1957,57,1900.9631476877175,0.8
1927,German,Humanities,1,1900,2011,111,1900.99,0.8
1932,Oceanography,Natural Sciences,2,1926,1955,29,1926.962153157633,0.8
1987,Electrical Engineering and Computer Science,Engineering,1,1971,2011,40,1971.99,0.8
1917,Biochemistry and Pharmacology,Natural Sciences,1,1916,1927,11,1916.9482297364495,0.8
1997,Public Policy,Social Sciences,44,1971,2011,40,1971.99,0.8
1920,Public Speaking,Professional,21,1915,1946,31,1915.9576777722525,0.8
1983,Agricultural and Resource Economics,Professional,34,1980,2011,31,1980.99,0.8
1986,Agricultural and Resource Economics,Professional,37,1980,2011,31,1980.99,0.8
1945,Public Speaking,Professional,11,1915,1946,31,1915.9576777722525,0.2
2011,Agricultural and Resource Economics,Professional,53,1980,2011,31,1980.99,0.8
1912,Agriculture,Professional,55,1911,1957,46,1911.9631476877175,0.8
1919,Agriculture,Professional,151,1911,1957,46,1911.9631476877175,0.8
1934,Agriculture,Professional,214,1911,1957,46,1911.9631476877175,0.8
2005,Rhetoric,Professional,44,1969,2011,42,1969.99,0.8
1938,Agriculture,Professional,284,1911,1957,46,1911.9631476877175,0.8
1906,Romanic Languages,Humanities,28,1900,1943,43,1900.9561859771259,0.8
1942,Agriculture,Professional,137,1911,1957,46,1911.9631476877175,0.8
1922,Sanskrit,Humanities,5,1906,1999,93,1906.9840328194928,0.8
1981,Scandinavian,Humanities,50,1951,2011,60,1951.99,0.8
1964,Air Science,Professional,11,1954,2011,57,1954.99,0.8
1973,Air Science,Professional,4,1954,2011,57,1954.99,0.8
1993,Air Science,Professional,24,1954,2011,57,1954.99,0.8
1948,Anatomy,Natural Sciences,5,1908,1988,80,1908.978562904028,0.8
1949,Anatomy,Natural Sciences,8,1908,1988,80,1908.978562904028,0.8
1956,Anatomy,Natural Sciences,8,1908,1988,80,1908.978562904028,0.8
1931,Semitic Languages,Humanities,13,1901,1945,44,1901.9571805072103,0.8
1933,Semitic Languages,Humanities,14,1901,1945,44,1901.9571805072103,0.8
1920,Slavic Languages,Humanities,20,1902,1995,93,1902.9820437593237,0.8
1923,Slavic Languages,Humanities,18,1902,1995,93,1902.9820437593237,0.8
1924,Anthropology,Social Sciences,10,1902,2011,109,1902.99,0.8
1939,Anthropology,Social Sciences,34,1902,2011,109,1902.99,0.8
1945,Anthropology,Social Sciences,30,1902,2011,109,1902.99,0.8
1957,Anthropology,Social Sciences,57,1902,2011,109,1902.99,0.8
1970,Slavic Languages and Literatures?,Humanities,57,1952,2011,59,1952.99,0.8
1994,Slavic Languages and Literatures?,Humanities,84,1952,2011,59,1952.99,0.8
1968,Applied Mechanics,Engineering,283,1968,1968,0,1968.9686176031826,1
1992,Archaeology,Social Sciences,1,1992,2009,17,1992.9890054699156,1
1955,Social Welfare,Professional,35,1939,2011,72,1939.99,0.8
1967,Social Welfare,Professional,33,1939,2011,72,1939.99,0.8
1938,Architecture,Professional,26,1900,2011,111,1900.99,0.8
1943,Architecture,Professional,19,1900,2011,111,1900.99,0.8
1999,Mechanical Engineering,Engineering,103,1900,2011,111,1900.99,0.8
1958,Architecture,Professional,39,1900,2011,111,1900.99,0.8
1974,Architecture,Professional,32,1900,2011,111,1900.99,0.8
1965,Sociology,Social Sciences,67,1950,2011,61,1950.99,0.8
1969,Sociology,Social Sciences,44,1950,2011,61,1950.99,0.8
1990,Architecture,Professional,154,1900,2011,111,1900.99,0.8
2011,Architecture,Professional,242,1900,2011,111,1900.99,0.8
1988,Sociology,Social Sciences,2,1950,2011,61,1950.99,0.8
1942,Art,Humanities,26,1923,1971,48,1923.9701093983092,0.8
1961,Art,Humanities,52,1923,1971,48,1923.9701093983092,0.8
1968,Art,Humanities,52,1923,1971,48,1923.9701093983092,0.4
1971,Art,Humanities,6,1923,1971,48,1923.9701093983092,0.1
1999,Asian American Studies,Humanities,39,1978,2009,31,1978.9890054699156,0.8
1927,Astronomy,Natural Sciences,19,1900,2011,111,1900.99,0.8
1940,Astronomy,Natural Sciences,22,1900,2011,111,1900.99,0.8
1985,Astronomy,Natural Sciences,39,1900,2011,111,1900.99,0.8
1923,Bacteriology and Experimental Pathology,Natural Sciences,2,1921,1923,2,1921.9462406762805,0.1
1970,Bacteriology and Immunology,Natural Sciences,23,1965,1978,13,1965.9735902536052,0.8
1981,Biology,Natural Sciences,16,1966,1991,25,1966.9800546991546,0.8
1986,Biology,Natural Sciences,22,1966,1991,25,1966.9800546991546,0.6
1987,Biology,Natural Sciences,19,1966,1991,25,1966.9800546991546,0.5
1976,Food Science,Professional,89,1976,1976,0,1976.9725957235207,1
1903,Botany,Natural Sciences,13,1900,1988,88,1900.978562904028,0.8
1948,Forestry,Professional,32,1939,1967,28,1939.9681203381401,0.8
1952,Forestry,Professional,33,1939,1967,28,1939.9681203381401,0.8
1916,Botany,Natural Sciences,13,1900,1988,88,1900.978562904028,0.8
1986,Spanish and Portuguese,Humanities,67,1931,2011,80,1931.99,0.8
1974,Forestry and Conservation,Professional,50,1968,1974,6,1968.971601193436,0.1
1948,Botany,Natural Sciences,26,1900,1988,88,1900.978562904028,0.8
1988,Spanish and Portuguese,Humanities,61,1931,2011,80,1931.99,0.8
1956,Botany,Natural Sciences,26,1900,1988,88,1900.978562904028,0.8
1957,Botany,Natural Sciences,28,1900,1988,88,1900.978562904028,0.8
1946,Business Administration,Professional,51,1942,2011,69,1942.99,0.8
1954,Statistics,Natural Sciences,43,1954,2011,57,1954.99,1
1956,Statistics,Natural Sciences,39,1954,2011,57,1954.99,0.8
1958,Statistics,Natural Sciences,45,1954,2011,57,1954.99,0.8
1977,Statistics,Natural Sciences,26,1954,2011,57,1954.99,0.8
1995,Statistics,Natural Sciences,27,1954,2011,57,1954.99,0.8
2003,Statistics,Natural Sciences,38,1954,2011,57,1954.99,0.8
2007,Statistics,Natural Sciences,38,1954,2011,57,1954.99,0.8
2009,French,Humanities,59,1918,2011,93,1918.99,0.8
2009,Statistics,Natural Sciences,43,1954,2011,57,1954.99,0.8
1980,Womens Studies,Humanities,5,1976,2011,35,1976.99,0.8
1989,Womens Studies,Humanities,7,1976,2011,35,1976.99,0.8
1997,Business Administration,Professional,157,1942,2011,69,1942.99,0.8
1968,Zoology,Natural Sciences,81,1900,1988,88,1900.978562904028,0.8
1913,Celtic,Humanities,2,1913,1921,8,1913.945246146196,1
1920,Celtic,Humanities,2,1913,1921,8,1913.945246146196,0.2
1991,Celtic Studies,Humanities,19,1990,2011,21,1990.99,0.8
1986,Zoology,Natural Sciences,55,1900,1988,88,1900.978562904028,0.3
1967,Chemical Engineering,Engineering,49,1956,2011,55,1956.99,0.8
1976,Chemical Engineering,Engineering,69,1956,2011,55,1956.99,0.8
1992,Chemical Engineering,Engineering,37,1956,2011,55,1956.99,0.8
2003,Chemical Engineering,Engineering,119,1956,2011,55,1956.99,0.8
1904,Chemistry,Natural Sciences,22,1900,2007,107,1900.988010939831,0.8
1909,Chemistry,Natural Sciences,13,1900,2007,107,1900.988010939831,0.8
1913,Chemistry,Natural Sciences,23,1900,2007,107,1900.988010939831,0.8
1918,Chemistry,Natural Sciences,26,1900,2007,107,1900.988010939831,0.8
1925,Chemistry,Natural Sciences,15,1900,2007,107,1900.988010939831,0.8
1930,Chemistry,Natural Sciences,5,1900,2007,107,1900.988010939831,0.8
1937,Chemistry,Natural Sciences,37,1900,2007,107,1900.988010939831,0.8
1941,Chemistry,Natural Sciences,114,1900,2007,107,1900.988010939831,0.8
1965,Chemistry,Natural Sciences,79,1900,2007,107,1900.988010939831,0.8
1967,Chemistry,Natural Sciences,45,1900,2007,107,1900.988010939831,0.8
1949,City and Regional Planning,Professional,9,1948,2011,63,1948.99,0.8
1994,City and Regional Planning,Professional,74,1948,2011,63,1948.99,0.8
2009,City and Regional Planning,Professional,61,1948,2011,63,1948.99,0.8
1902,Civil Engineering,Engineering,20,1900,1995,95,1900.9820437593237,0.8
1920,Civil Engineering,Engineering,39,1900,1995,95,1900.9820437593237,0.8
1923,Civil Engineering,Engineering,35,1900,1995,95,1900.9820437593237,0.8
1927,Civil Engineering,Engineering,35,1900,1995,95,1900.9820437593237,0.8
1928,Civil Engineering,Engineering,34,1900,1995,95,1900.9820437593237,0.8
1930,Civil Engineering,Engineering,26,1900,1995,95,1900.9820437593237,0.8
1935,Civil Engineering,Engineering,35,1900,1995,95,1900.9820437593237,0.8
1941,Civil Engineering,Engineering,36,1900,1995,95,1900.9820437593237,0.8
1944,Civil Engineering,Engineering,23,1900,1995,95,1900.9820437593237,0.8
1969,History,Social Sciences,87,1903,2011,108,1903.99,0.8
1943,Classics,Humanities,33,1938,2011,73,1938.99,0.8
1947,Classics,Humanities,44,1938,2011,73,1938.99,0.8
1958,Classics,Humanities,49,1938,2011,73,1938.99,0.8
1999,History,Social Sciences,53,1903,2011,108,1903.99,0.8
1947,Comparative Literature,Humanities,1,1947,2011,64,1947.99,1
1949,Comparative Literature,Humanities,1,1947,2011,64,1947.99,0.8
1955,Comparative Literature,Humanities,26,1947,2011,64,1947.99,0.8
1961,Comparative Literature,Humanities,6,1947,2011,64,1947.99,0.8
1980,Comparative Literature,Humanities,38,1947,2011,64,1947.99,0.8
1937,Household Science,Professional,18,1920,1937,17,1920.9532023868721,0.1
1994,Humanities,Humanities,38,1961,1995,34,1961.9820437593237,0.2
1990,Comparative Literature,Humanities,40,1947,2011,64,1947.99,0.8
